,Char,x0,x1,width,y0,y1,height
999,e,23.915869999999998,28.379869999999997,4.463999999999999,140.91868,148.91868,8.0
1000,r,28.379869999999997,31.539869999999997,3.16,140.91868,148.91868,8.0
1001,s,31.331870000000002,34.87587,3.543999999999997,140.91868,148.91868,8.0
1002,e,34.79587,39.25987,4.463999999999999,140.91868,148.91868,8.0
1003, ,39.25987000000001,41.339870000000005,2.0799999999999983,140.91868,148.91868,8.0
1004,s,13.11587,16.659869999999998,3.5439999999999987,131.31869,139.31869,8.0
1005,o,16.57987,21.30787,4.7280000000000015,131.31869,139.31869,8.0
1006,r,21.30787,24.46787,3.16,131.31869,139.31869,8.0
1007,t,24.467869999999998,27.867869999999996,3.3999999999999986,131.31869,139.31869,8.0
1008,i,27.86787,29.81987,1.9520000000000017,131.31869,139.31869,8.0
1009,m,29.81987,36.723870000000005,6.9040000000000035,131.31869,139.31869,8.0
1010,e,36.69187,41.15587,4.463999999999999,131.31869,139.31869,8.0
1011,n,41.15587,45.73187,4.5760000000000005,131.31869,139.31869,8.0
1012,t,45.55507,48.95507,3.3999999999999986,131.31869,139.31869,8.0
1013,e,48.79587,53.25987,4.463999999999999,131.31869,139.31869,8.0
1014,8,13.11587,17.96387,4.848000000000001,121.71869,129.71868999999998,7.999999999999986
1015,7,17.68387,22.435869999999998,4.751999999999999,121.71869,129.71868999999998,7.999999999999986
1016, ,22.43587,24.51587,2.0799999999999983,121.71869,129.71868999999998,7.999999999999986
1017,g,24.51587,29.37987,4.864000000000001,121.71869,129.71868999999998,7.999999999999986
1018, ,29.379869999999997,31.459869999999995,2.0799999999999983,121.71869,129.71868999999998,7.999999999999986
1019,-,31.459870000000002,34.507870000000004,3.048000000000002,121.71869,129.71868999999998,7.999999999999986
1020, ,34.507870000000004,36.58787,2.0799999999999983,121.71869,129.71868999999998,7.999999999999986
1021,1,36.58787,40.251870000000004,3.6640000000000015,121.71869,129.71868999999998,7.999999999999986
1022,0,40.251870000000004,45.09987,4.847999999999999,121.71869,129.71868999999998,7.999999999999986
1023,0,45.09987,49.94787,4.847999999999999,121.71869,129.71868999999998,7.999999999999986
1024, ,49.94787,52.02787,2.0799999999999983,121.71869,129.71868999999998,7.999999999999986
1025,g,52.02787,56.89187,4.863999999999997,121.71869,129.71868999999998,7.999999999999986
1026,V,492.74685,500.07685,7.329999999999984,362.23038,372.23038,10.0
1027,A,499.27684999999997,506.80684999999994,7.529999999999973,362.23038,372.23038,10.0
1028,R,506.90685,513.6568500000001,6.750000000000057,362.23038,372.23038,10.0
1029,T,513.50685,520.08685,6.580000000000041,362.23038,372.23038,10.0
1030,A,519.00685,526.53685,7.529999999999973,362.23038,372.23038,10.0
1031,B,492.69687,499.42687,6.730000000000018,352.23038,362.23038,10.0
1032,a,499.42687,505.54687,6.1200000000000045,352.23038,362.23038,10.0
1033,t,505.54687,510.02687000000003,4.480000000000018,352.23038,362.23038,10.0
1034,e,509.82687,515.42687,5.600000000000023,352.23038,362.23038,10.0
1035,r,515.42687,519.77687,4.350000000000023,352.23038,362.23038,10.0
1036,i,519.77687,522.50687,2.730000000000018,352.23038,362.23038,10.0
1037,i,522.50687,525.2368700000001,2.730000000000018,352.23038,362.23038,10.0
1038, ,525.23687,527.83687,2.6000000000000227,352.23038,362.23038,10.0
1039,a,492.69687,498.81687,6.1200000000000045,342.23038,352.23038,10.0
1040,l,498.81687,501.55687,2.740000000000009,342.23038,352.23038,10.0
1041,c,501.55687,506.49687,4.939999999999998,342.23038,352.23038,10.0
1042,a,506.22686999999996,512.34687,6.1200000000000045,342.23038,352.23038,10.0
1043,l,512.34687,515.08687,2.740000000000009,342.23038,352.23038,10.0
1044,i,515.08687,517.81687,2.730000000000018,342.23038,352.23038,10.0
1045,n,517.81687,523.70687,5.889999999999986,342.23038,352.23038,10.0
1046,e,523.63687,529.2368700000001,5.600000000000023,342.23038,352.23038,10.0
1047, ,529.23687,531.83687,2.6000000000000227,342.23038,352.23038,10.0
1048,L,492.69687,498.49687,5.800000000000011,332.23038,342.23038,10.0
1049,o,498.24687,504.24687,6.0,332.23038,342.23038,10.0
1050,n,504.24687,510.13687,5.889999999999986,332.23038,342.23038,10.0
1051,g,510.13687,516.21687,6.079999999999984,332.23038,342.23038,10.0
1052,l,516.21687,518.95687,2.740000000000009,332.23038,342.23038,10.0
1053,i,518.95687,521.68687,2.730000000000018,332.23038,342.23038,10.0
1054,f,521.68687,526.16687,4.480000000000018,332.23038,342.23038,10.0
1055,e,525.81587,531.41587,5.600000000000023,332.23038,342.23038,10.0
1056,A,492.69696,498.60895999999997,5.911999999999978,323.9469,331.9469,8.0
1057,A,498.60895999999997,504.52095999999995,5.911999999999978,323.9469,331.9469,8.0
1058, ,504.52096,506.60096,2.079999999999984,323.9469,331.9469,8.0
1059,/,506.60096,509.91296,3.312000000000012,323.9469,331.9469,8.0
1060, ,509.91296,511.99296,2.079999999999984,323.9469,331.9469,8.0
1061,A,511.99296,517.90496,5.911999999999978,323.9469,331.9469,8.0
1062,A,517.90496,523.81696,5.912000000000035,323.9469,331.9469,8.0
1063,A,523.81696,529.72896,5.912000000000035,323.9469,331.9469,8.0
1064,1,492.69696,496.36096,3.6639999999999873,315.9469,323.9469,8.0
1065, ,496.36096,498.44095999999996,2.079999999999984,315.9469,323.9469,8.0
1066,s,498.44096,502.17696,3.73599999999999,315.9469,323.9469,8.0
1067,e,502.09695999999997,506.57696,4.480000000000018,315.9469,323.9469,8.0
1068,t,506.41696,510.00096,3.584000000000003,315.9469,323.9469,8.0
1069,L,28.664871,38.223880578771364,9.559009578771363,612.6998590000001,632.053935019374,19.354076019373906
1070,U,39.271284894957745,51.19182171561819,11.920536820660445,613.4415479748272,632.9607616869604,19.519213712133137
1071,N,52.659469845638185,64.8031430986031,12.143673252964916,614.3777615970004,633.9125788706541,19.534817273653744
1072,I,66.27079122862311,71.16253043169243,4.891739203069321,615.3295787806941,634.3572803049296,19.027701524235567
1073,&,72.5446473920577,86.32465448192214,13.78000708986444,615.7682991617913,635.4175425532625,19.649243391471146
1074,M,87.70862700766904,103.18075204250911,15.472125034840076,616.8286911667412,636.59626156641,19.767570399668784
1075,A,104.64840017252912,117.46148272240748,12.81308254987836,618.01326147645,637.5948894346654,19.58162795821545
1076,R,118.92913085242749,130.44058421386305,11.511453361435557,619.0118893447054,638.5024965273842,19.490607182678787
1077,Ț,131.5456378727526,142.64800777496328,11.102369902210683,619.894140805989,639.3561414592134,19.462000653224436
1078,I,144.11565590498327,149.0073951080526,4.891739203069335,620.7731413692534,639.800842893489,19.027701524235567
1079,S,449.47366,452.88766,3.4139999999999873,11.40456,17.40456,6.0
1080,1,452.88766,455.07166,2.184000000000026,11.40456,17.40456,6.0
1081,-,455.07166,457.40566,2.334000000000003,11.40456,17.40456,6.0
1082,R,457.40566,461.05966,3.6539999999999964,11.40456,17.40456,6.0
1083,O,461.05966,465.99766,4.937999999999988,11.40456,17.40456,6.0
1084,-,465.99766,468.33166,2.334000000000003,11.40456,17.40456,6.0
1085,K,468.33166,472.03366,3.701999999999998,11.40456,17.40456,6.0
1086,W,472.03366,478.23766,6.204000000000008,11.40456,17.40456,6.0
1087,4,478.23766,481.81966,3.5819999999999936,11.40456,17.40456,6.0
1088,2,481.81966,485.08366,3.26400000000001,11.40456,17.40456,6.0
1089,-,485.08366,487.41766,2.334000000000003,11.40456,17.40456,6.0
1090,K,487.41766,491.11966,3.701999999999998,11.40456,17.40456,6.0
1091,D,491.11966,495.55366000000004,4.434000000000026,11.40456,17.40456,6.0
1092,Z,495.55366,499.23766,3.684000000000026,11.40456,17.40456,6.0
1093,-,499.23766,501.57166,2.334000000000003,11.40456,17.40456,6.0
1094,T,501.57166,505.27366,3.701999999999998,11.40456,17.40456,6.0
1095,I,505.27366,506.85766,1.5840000000000032,11.40456,17.40456,6.0
1096,T,506.85766,510.55966,3.701999999999998,11.40456,17.40456,6.0
1097,L,510.55966,513.92566,3.3659999999999854,11.40456,17.40456,6.0
1098,U,513.92566,518.25166,4.326000000000022,11.40456,17.40456,6.0
1099,-,518.25166,520.58566,2.3339999999999463,11.40456,17.40456,6.0
1100,1,520.58566,522.7696599999999,2.183999999999969,11.40456,17.40456,6.0
1101,0,522.76966,526.1236600000001,3.354000000000042,11.40456,17.40456,6.0
1102,0,526.12366,529.47766,3.354000000000042,11.40456,17.40456,6.0
1103,0,529.47766,532.83166,3.354000000000042,11.40456,17.40456,6.0
1104,-,532.83166,535.16566,2.3339999999999463,11.40456,17.40456,6.0
1105,0,535.16566,538.51966,3.354000000000042,11.40456,17.40456,6.0
1106,7,538.51966,541.66366,3.1440000000000055,11.40456,17.40456,6.0
1107,1,537.74756,542.08756,4.340000000000032,22.67715,32.67715,9.999999999999996
